date,game,season,tournament,gameLength,firstPoints,firstNick,secondPoints,secondNick,thirdPoints,thirdNick,fourthPoints,fourthNick
16/01/2018,1061,3,,H,-4.1,Fer,-24.3,Figo/Iori,47.4,Koki,-49.0,Naoko
17/01/2018,1062,3,,H,-51.5,Facu (UY),-27.3,Lucas,52.4,Mauro,24.4,Nico
17/01/2018,1063,3,,H,34.2,Lucas,-36.9,Lucio,14.0,Mauro,-11.3,Nico
17/01/2018,1064,3,,H,10.2,Lucas,-47.2,Lucio,50.0,Mati G. (minimati),-13.0,Nico
17/01/2018,1065,3,,H,-11.9,Lucas,40.1,Lucio,-46.2,Mati G. (minimati),18.0,Nico
17/01/2018,1066,3,,H,38.5,JC,15.1,Lucio,-45.9,Mauro,-7.7,Nico
17/01/2018,1067,3,,H,41.7,JC,14.6,Lucio,-49.8,Mauro,-6.5,Nico
17/01/2018,1068,3,,H,44.9,Federico Albor,-17.5,Franco Albor,20.9,Lucas Albor,-48.3,Santiago Albor
18/01/2018,1069,3,,H,-45.0,Federico Albor,-19.5,Franco Albor,43.2,Lucas Albor,-18.7,Santiago Albor
19/01/2018,1070,3,,H,60.5,Duro,-50.5,Koki,-20.6,Michael,10.6,Naoko
19/01/2018,1071,3,,H,43.3,Koki,-43.8,Lucas,-18.6,Lucio,19.1,Naoko
19/01/2018,1072,3,,H,46.2,Adrian,-40.2,Lucio,-14.7,Michael,8.7,Naoko
19/01/2018,1073,3,,H,51.0,Duro,-18.7,Fer,-42.4,Koki,10.1,Lucas
19/01/2018,1074,3,,H,44.9,Adrian,-50.0,Duro,-18.6,Fer,23.7,Naoko
19/01/2018,1075,3,,H,11.4,Koki,-44.7,Lucas,51.8,Lucio,-18.5,Michael
19/01/2018,1076,3,,H,17.1,Adrian,53.3,Duro,-56.1,Fer,-14.3,Lucio
19/01/2018,1077,3,,H,54.7,Koki,14.9,Lucas,-49.1,Michael,-20.5,Naoko
20/01/2018,1078,3,,H,-18.2,Koki,50.0,Lucio,-39.8,Luli,8.0,Pedro
20/01/2018,1079,3,,H,-24.6,Figo/Iori,22.9,Marcelo,-48.8,Mati G. (minimati),50.5,Romo
20/01/2018,1080,3,,H,-14.2,Chiwi,-44.3,Fer,17.1,Mati,41.4,Michael
20/01/2018,1081,3,,H,-58.7,Juli F,14.8,Lucas,-53.6,Lucas Albor,67.5,Naoko
20/01/2018,1082,3,,H,64.0,Chiwi,-64.0,Mati,-12.0,Michael,12.0,Romo
20/01/2018,1083,3,,H,9.1,Figo/Iori,41.3,Koki,-38.4,Naoko,-12.0,Pedro
20/01/2018,1084,3,,H,17.2,Chiwi,-47.5,Mati,39.4,Michael,-9.1,Romo
20/01/2018,1085,3,,H,-13.6,Duro,43.6,Juli F,16.7,Lucio,-46.7,Luli
21/01/2018,1086,3,,H,-47.5,Koki,43.0,Lucas Albor,-12.8,Luli,-12.7,Naoko
21/01/2018,1087,3,,H,-60.7,Koki,-20.1,Luli,56.5,Mauro,24.3,Naoko
21/01/2018,1088,3,,H,-16.2,Enio,44.7,Lucas,-39.8,Lucas Albor,11.3,Lucio
21/01/2018,1089,3,,H,40.0,Enio,-39.7,Lucas Albor,-15.8,Luli,15.5,Naoko
21/01/2018,1090,3,,H,-34.3,Koki,16.4,Lucas,-55.2,Lucio,73.1,Mauro
21/01/2018,1091,3,,H,-13.3,Koki,57.5,Lucas,13.5,Lucio,-57.7,Naoko
21/01/2018,1092,3,,H,-50.6,Enio,49.6,Lucas Albor,18.9,Luli,-17.9,Mauro
21/01/2018,1093,3,,H,45.3,Koki,-49.3,Lucas Albor,-12.4,Mauro,16.4,Naoko
21/01/2018,1094,3,,H,36.7,Koki,13.9,Lucas Albor,-15.0,Mauro,-35.6,Naoko
21/01/2018,1095,3,,H,68.7,JC,-58.9,Lucas,13.6,Lucio,-23.4,Luli
21/01/2018,1096,3,,H,16.8,JC,-58.9,Lucas,-6.3,Lucio,48.4,Luli
22/01/2018,1097,3,,H,-9.4,Duro,-58.5,Ini,20.7,Lucas,47.2,Lucio
22/01/2018,1098,3,,H,48.9,Fer,6.5,Koki,-38.1,Michael,-17.3,Naoko
22/01/2018,1099,3,,H,74.0,Fer,-22.5,Koki,4.6,Michael,-56.1,Naoko
22/01/2018,1100,3,,H,50.0,Adrian,-22.5,Ini,-42.7,Lucio,15.2,Max D.
22/01/2018,1101,3,,H,-62.1,Adrian,-15.5,Duro,53.1,Fer,-15.5,Naoko
22/01/2018,1102,3,,H,-18.2,Ini,-53.9,Koki,47.4,Lucio,24.7,Michael
23/01/2018,1103,3,,H,-50.9,Chiwi,47.7,Lucio,16.5,Luli,-15.3,Romo
23/01/2018,1104,3,,H,-16.8,Chiwi,-52.3,Lucas,49.3,Lucio,19.8,Romo
23/01/2018,1105,3,,H,-7.2,Lucas,12.9,Lucio,35.7,Luli,-41.4,Romo
23/01/2018,1106,3,,H,28.7,JC,-65.9,Jess,-24.9,Lucas,62.1,Lucio
23/01/2018,1107,3,,H,40.5,JC,-47.2,Jess,14.5,Lucas,-7.8,Lucio
23/01/2018,1108,3,,H,-54.1,JC,21.3,Jess,54.0,Lucas,-21.2,Lucio
24/01/2018,1109,3,,H,11.9,Adrian,-11.2,Duro,33.0,Fer,-33.7,Romo
25/01/2018,1110,3,,H,-38.8,Jess,37.9,Lucas,11.2,Lucio,-10.3,Luli
25/01/2018,1111,3,,H,-20.4,Jess,-49.2,Lucas,47.7,Lucio,16.1,Luli
25/01/2018,1112,3,,H,44.3,Jess,12.2,Lucas,-8.6,Lucio,-47.9,Luli
25/01/2018,1113,3,,H,15.2,Jess,54.7,Lucas,-20.0,Lucio,-49.9,Luli
27/01/2018,1114,3,,H,-55.6,Adrian,58.3,Lucas,30.3,Lucio,-33.0,Michael
27/01/2018,1115,3,,H,-13.3,Duro,17.1,Lucas,53.4,Lucio,-57.2,Michael
27/01/2018,1116,3,,H,9.9,Adrian,-40.1,Duro,-19.5,Lucas,49.7,Lucio
27/01/2018,1117,3,,H,26.2,Adrian,50.3,Lucas,-20.6,Lucio,-55.9,Michael
27/01/2018,1118,3,,H,-35.5,Adrian,33.3,Duro,-10.8,Lucio,13.0,Michael
27/01/2018,1119,3,,H,19.4,Adrian,-49.4,Duro,-16.8,Lucas,46.8,Lucio
27/01/2018,1120,3,,H,-9.7,Adrian,13.7,Lucas,44.1,Lucio,-48.1,Michael
27/01/2018,1121,3,,H,15.5,Adrian,-55.9,Lucas,53.4,Lucio,-13.0,Michael
27/01/2018,1122,3,,H,-0.8,Adrian,-0.8,Duro,45.9,Lucas,-44.3,Lucio
28/01/2018,1123,3,,H,-11.6,JC,41.3,Lucas,20.0,Lucio,-49.7,Luli
28/01/2018,1124,3,,H,68.6,JC,4.0,Lucas,-46.4,Lucio,-26.2,Luli
28/01/2018,1125,3,,H,49.6,JC,-10.0,Lucas,-56.6,Lucio,17.0,Luli
28/01/2018,1126,3,,H,19.9,JC,62.4,Lucas,-19.1,Lucio,-63.2,Luli
29/01/2018,1127,3,,H,-23.3,Figo/Iori,12.2,Lucas,59.6,Michael,-48.5,Romo
29/01/2018,1128,3,,H,62.5,Fer,13.2,Figo/Iori,-78.9,Jess,-28.8,Michael
30/01/2018,1129,3,,H,11.5,Fer,42.3,Michael,-41.4,Pablo (2de6),10.6,Tamara
30/01/2018,1130,3,,H,43.4,Adrian,-14.9,Chiwi,-44.8,Lucas,16.3,Lucio
30/01/2018,1131,3,,H,-45.2,Angel,-14.6,Chiwi,18.5,Lucas,41.3,Lucio
30/01/2018,1132,3,,H,11.4,Duro,-11.4,Jess,36.7,Miguel,-36.8,Romo
30/01/2018,1133,3,,H,-14.3,Adrian,47.7,Fer,-56.4,Lucio,23.0,Michael
31/01/2018,1134,3,,H,-56.8,Adrian,18.1,Duro,50.9,Fer,-12.2,Romo
31/01/2018,1135,3,,H,55.0,Adrian,14.2,Duro,-13.1,Fer,-56.1,Romo
03/02/2018,1136,3,,H,-44.4,Chiwi,36.4,Koki,-6.3,Max D.,14.3,Naoko
03/02/2018,1137,3,,H,41.6,Mati,19.3,Max D.,-3.0,Naoko,-57.9,Pedro
03/02/2018,1138,3,,H,67.1,Chiwi,-66.0,Juli F,25.9,Koki,-27.0,Mayra
03/02/2018,1139,3,,T,9.4,Koki,-37.3,Mati,41.9,Naoko,-14.0,Pedro
03/02/2018,1140,3,,T,-44.1,Chiwi,40.0,Juli F,13.2,Max D.,-9.1,Mayra
03/02/2018,1141,3,,H,-25.1,Juli F,-25.1,Koki,37.1,Naoko,13.1,Pedro
03/02/2018,1142,3,,H,49.5,Fran,-17.3,Koki,8.7,Mati,-40.9,Naoko
03/02/2018,1143,3,,H,-44.7,Chiwi,14.9,Koki,-13.4,Max D.,43.2,Naoko
03/02/2018,1144,3,,H,-11.6,Chiwi,35.8,Fran,-38.1,Koki,28.9,Max D.
03/02/2018,1145,3,,H,-24.0,Fran,14.3,Juli F,-55.4,Naoko,65.1,Pedro
03/02/2018,1146,3,,H,-12.5,Chiwi,8.4,Fran,-49.2,Juli F,53.3,Koki
03/02/2018,1147,3,,H,35.5,Adrian,13.9,Alejandro,-13.1,Michael,-36.3,Nico
03/02/2018,1148,3,,H,12.8,Fer,-15.3,Figo/Iori,-35.8,Jess,38.3,Mati G. (minimati)
03/02/2018,1149,3,,H,-58.6,Adrian,-5.6,Michael,47.0,Nico,17.2,Romo
03/02/2018,1150,3,,H,-37.5,Alejandro,18.7,Jess,-58.0,Luli,46.8,Michael
03/02/2018,1151,3,,H,56.3,Lucas,-44.7,Mati G. (minimati),-18.3,Nico,6.7,Romo
03/02/2018,1152,3,,H,47.7,Figo/Iori,12.5,Lucas,11.4,Lucio,-78.8,Luli
03/02/2018,1153,3,,H,-6.6,Adrian,-46.6,Duro,13.8,Ini,39.4,Michael
03/02/2018,1154,3,,H,43.8,Adrian,-40.0,Figo/Iori,15.3,Lucio,-19.1,Luli
03/02/2018,1155,3,,H,36.3,Duro,-42.4,Ini,15.4,Lucas,-9.3,Michael
03/02/2018,1156,3,,H,50.1,Ini,-41.0,Lucas,-16.6,Luli,7.5,Michael
03/02/2018,1157,3,,H,42.0,Adrian,-11.3,Duro,21.9,Figo/Iori,-52.6,Lucio
03/02/2018,1158,3,,H,17.8,Figo/Iori,-66.6,Ini,-12.6,Luli,61.4,Michael
03/02/2018,1159,3,,H,-7.4,Adrian,-54.6,Duro,43.2,Lucas,19.6,Lucio
04/02/2018,1160,3,,H,-9.3,JC,14.7,Lucas,-47.6,Luli,42.2,Nico
04/02/2018,1161,3,,H,66.2,JC,-33.3,Lucas,-59.2,Luli,26.3,Nico
04/02/2018,1162,3,,H,40.3,Facu (UY),-15.6,JC,-36.6,Luli,11.9,Nico
04/02/2018,1163,3,,H,-19.5,Facu (UY),9.7,JC,51.6,Lucas,-41.8,Nico
05/02/2018,1164,3,,H,-27.7,Adrian,-48.5,Figo/Iori,22.3,Lucas,53.9,Lucas Albor
05/02/2018,1165,3,,H,11.2,Adrian,58.0,Fer,-13.4,Lucas,-55.8,Lucas Albor
05/02/2018,1166,3,,H,-46.6,Fer,-10.7,Jess,46.7,Lucas,10.6,Luli
06/02/2018,1167,3,,H,-51.2,Fer,10.0,Koki,-19.7,Lucas Albor,60.9,Mati
06/02/2018,1168,3,,H,39.2,Figo/Iori,-37.1,Koki,-16.0,Lucas,13.9,Luli
06/02/2018,1169,3,,H,62.3,Chiwi,4.7,Lucio,-16.7,Nico,-50.3,Romo
06/02/2018,1170,3,,H,22.2,Adrian,-25.1,Fer,-50.7,Mati,53.6,Michael
06/02/2018,1171,3,,H,-49.0,Chiwi,10.8,Lucio,-17.4,Nico,25.6,Romo
06/02/2018,1172,3,,H,-39.2,Fer,14.0,Koki,44.0,Lucas,-18.8,Luli
06/02/2018,1173,3,,H,-48.9,Adrian,17.5,Lucio,43.4,Michael,-15.0,Nico
08/02/2018,1174,3,,H,13.0,Federico Albor,-10.2,Franco Albor,22.3,Lucas Albor,-55.1,Santiago Albor
08/02/2018,1175,3,,H,14.0,Adrian,-40.3,Lucas,38.4,Lucio,-12.1,Nico
08/02/2018,1176,3,,H,16.8,Adrian,-13.8,Lucas,-55.5,Lucio,52.5,Nico
10/02/2018,1177,3,,H,47.6,Adrian,-57.9,Duro,-7.6,Michael,17.9,Nico
10/02/2018,1178,3,,H,46.4,Figo/Iori,-10.9,Jess,16.8,Koki,-52.3,Mati G. (minimati)
10/02/2018,1179,3,,H,48.6,Adrian,-21.2,Lucio,-44.7,Michael,15.3,Nico
10/02/2018,1180,3,,H,45.3,Figo/Iori,-14.3,Jess,11.8,Koki,-42.8,Max D.
10/02/2018,1181,3,,H,31.1,Fer,-10.0,Lucio,10.9,Mati G. (minimati),-32.0,Miguel
12/02/2018,1182,3,,H,-91.3,Figo/Iori,-9.7,Koki,-3.5,Lucio,44.5,Naoko
12/02/2018,1183,3,,H,-18.0,Adrian,17.2,Koki,48.8,Michael,-48.0,Miguel
12/02/2018,1184,3,,H,17.0,Figo/Iori,-15.9,Lucio,41.3,Michael,-42.4,Naoko
12/02/2018,1185,3,,H,18.4,Adrian,-3.2,Koki,-57.0,Miguel,41.8,Naoko
12/02/2018,1186,3,,H,8.7,Adrian,60.0,Figo/Iori,-55.6,Lucio,-13.1,Michael
12/02/2018,1187,3,,H,50.8,Figo/Iori,-10.8,Koki,-57.4,Miguel,17.4,Naoko
12/02/2018,1188,3,,H,61.0,Adrian,-42.8,Koki,2.5,Lucio,-21.7,Michael
12/02/2018,1189,3,,H,-13.4,Adrian,-58.5,Figo/Iori,19.3,Koki,52.6,Lucio
12/02/2018,1190,3,,H,24.3,Adrian,-20.9,Koki,49.3,Michael,-52.7,Naoko
12/02/2018,1191,3,,H,-13.0,Adrian,-55.5,Koki,53.3,Michael,15.2,Naoko
13/02/2018,1192,3,,H,14.7,Chiwi,-15.7,Koki,-37.3,Max D.,38.3,Naoko
13/02/2018,1193,3,,H,-52.7,Chiwi,19.4,Koki,43.7,Max D.,-10.4,Naoko
13/02/2018,1194,3,,H,36.7,Chiwi,-40.0,Koki,-8.8,Max D.,12.1,Naoko
13/02/2018,1195,3,,H,-54.9,Chiwi,11.9,Koki,-9.7,Max D.,51.7,Naoko
13/02/2018,1196,3,,H,39.0,Adrian,-37.9,Lucas,-13.3,Luli,12.2,Nico
13/02/2018,1197,3,,H,-20.6,Lucas,-41.1,Luli,3.1,Michael,58.6,Nico
15/02/2018,1198,3,,H,-50.1,Facu (UY),-17.5,Haku/Kozi,8.5,Lucas,59.1,Luli
15/02/2018,1199,3,,H,18.6,Facu (UY),-58.5,JC,57.2,Jess,-17.3,Nico
16/02/2018,1200,3,,H,-56.6,Ini,16.1,Jess,-6.9,Lucas,47.4,Luli
16/02/2018,1201,3,,H,-42.6,Ini,9.1,Jess,53.4,Lucas,-19.9,Luli
16/02/2018,1202,3,,H,15.6,Ini,45.4,Jess,-53.9,Lucas,-7.1,Luli
17/02/2018,1203,3,,H,-45.0,Jess,-9.9,Haku/Kozi,39.9,Lucas Albor,15.0,Mati
17/02/2018,1204,3,,H,-37.3,Alejandro,12.1,Lucio,34.6,Mati G. (minimati),-9.4,Nico
17/02/2018,1205,3,,H,37.0,Alejandro,-63.2,Fer,-10.8,Lucio,37.0,Nico
17/02/2018,1206,3,,H,18.6,Jess,-55.4,Lucas Albor,43.2,Mati,-6.4,Mati G. (minimati)
18/02/2018,1207,3,,H,-30.4,Adrian,-55.6,Koki,78.8,Michael,7.2,Naoko
18/02/2018,1208,3,,H,-12.8,Adrian,-39.3,Koki,36.3,Michael,15.8,Naoko
18/02/2018,1209,3,,H,15.4,Adrian,41.9,Koki,-8.1,Michael,-49.2,Naoko
18/02/2018,1210,3,,H,42.8,Adrian,14.2,Koki,-11.8,Michael,-45.2,Naoko
18/02/2018,1211,3,,H,43.2,Adrian,-45.1,Koki,-20.3,Michael,22.2,Naoko
18/02/2018,1212,3,,H,43.3,Koki,17.3,Lucas,-48.7,Michael,-11.9,Naoko
18/02/2018,1213,3,,H,-42.4,Adrian,14.3,Koki,35.1,Lucas,-7.0,Naoko
18/02/2018,1214,3,,H,-4.9,Koki,-58.8,Lucas,46.1,Michael,17.6,Naoko
18/02/2018,1215,3,,H,23.7,Adrian,-15.6,Koki,-55.2,Michael,47.1,Naoko
20/02/2018,1216,3,,H,-36.6,Lucas Albor,35.9,Lucio,10.6,Mauro,-9.9,Romo
20/02/2018,1217,3,,H,6.2,Fer,-39.0,Lucio,-44.7,Mauro,47.5,Michael
20/02/2018,1218,3,,H,8.5,Lucas,-36.2,Lucas Albor,42.2,Lucio,-14.5,Mauro
20/02/2018,1219,3,,H,-10.9,Fer,9.8,Lucas Albor,-40.9,Lucio,42.0,Michael
21/02/2018,1220,3,,H,-18.9,Adrian,-39.2,Koki,41.9,Michael,-13.8,Naoko
21/02/2018,1221,3,,H,54.4,Adrian,-60.3,Koki,-12.8,Michael,18.7,Naoko
21/02/2018,1222,3,,H,-50.3,Adrian,18.8,Koki,-25.7,Michael,57.2,Naoko
23/02/2018,1223,3,,H,41.3,JC,-57.4,Lucas,18.2,Lucio,-2.1,Nico
23/02/2018,1224,3,,H,17.8,JC,52.2,Lucas,-51.0,Lucio,-19.0,Nico
24/02/2018,1225,3,,H,-13.5,Enio,13.2,Lucas,-37.2,Luli,37.5,Mauro
24/02/2018,1226,3,,H,39.7,Fer,-48.3,Lucas,-13.0,Lucio,-8.4,Mati
24/02/2018,1227,3,,H,19.5,Fer,51.5,Lucas,-57.0,Lucio,-14.0,Mati G. (minimati)
24/02/2018,1228,3,,H,14.0,Koki,-7.2,Lucas,-50.6,Lucio,43.8,Naoko
25/02/2018,1229,3,4,H,-10.2,Guile,30.6,Luli,9.0,Mauro,-29.4,Romo
25/02/2018,1230,3,4,H,-8.4,Guile,31.5,Luli,6.3,Mauro,-29.4,Romo
27/02/2018,1231,3,,H,43.7,Alejandro,-16.1,Chiwi,-51.3,Lucas Albor,22.7,Luli
27/02/2018,1232,3,,H,44.6,Alejandro,-15.0,Chiwi,-65.7,Fer,6.1,Lucio
03/03/2018,1233,3,4,H,3.0,Lucio,24.6,Mati,-8.7,Mauro,-18.9,Nico
03/03/2018,1234,3,4,H,9.7,Lucio,32.5,Mati,-8.8,Mauro,-33.4,Nico
03/03/2018,1235,3,4,H,27.9,Adrian,-11.2,Jess,-25.3,Haku/Kozi,8.6,Lucas
03/03/2018,1236,3,4,H,41.5,Adrian,5.6,Jess,-29.4,Haku/Kozi,-17.7,Lucas
03/03/2018,1237,3,4,H,-59.0,Jess,7.6,Lucas,31.5,Mati,-0.1,Pato
03/03/2018,1238,3,4,H,-11.1,Jess,28.8,Lucas,3.9,Mati,-21.6,Pato
03/03/2018,1239,3,4,H,28.2,Adrian,-37.2,Luli,15.8,Nico,-6.8,Pato
03/03/2018,1240,3,4,H,-24.9,Adrian,8.0,Luli,25.8,Nico,-8.9,Pato
04/03/2018,1241,3,,H,54.6,Enio,-49.2,Lucas Albor,-16.4,Lucio,11.0,Mauro
04/03/2018,1242,3,,H,-19.6,Adrian,18.0,Enio,-55.3,Lucio,56.9,Nico
04/03/2018,1243,3,,H,17.5,Chiwi,-5.1,Lucas,-55.4,Lucas Albor,43.0,Mauro
04/03/2018,1244,3,,H,50.8,Adrian,-46.2,Enio,10.8,Lucio,-15.4,Nico
04/03/2018,1245,3,,H,9.7,Lucas Albor,-45.9,Lucio,-13.0,Mauro,49.2,Pato
06/03/2018,1246,3,,H,36.0,Enio,-11.7,Jess,13.6,Lucas,-38.9,Marcelo
06/03/2018,1247,3,,H,-16.8,Enio,55.0,Fer,-42.9,Jess,4.7,Lucio
07/03/2018,1248,3,4,H,2.4,Lucas,32.1,Mauro,-11.3,Nico,-23.2,Romo
07/03/2018,1249,3,4,H,34.3,Lucas,-6.8,Mauro,3.7,Nico,-31.2,Romo
10/03/2018,1250,3,,H,-39.5,Enio,37.5,Lucas,0.5,Nico,0.5,Romo
10/03/2018,1251,3,,H,12.6,Enio,-32.9,Lucas,35.7,Nico,-15.4,Romo
10/03/2018,1252,3,,H,12.7,Enio,-13.3,Lucas,35.0,Nico,-34.4,Romo
10/03/2018,1253,3,,T,38.3,Adrian,-41.2,Fer,-11.2,Mati,14.1,Wapuro
10/03/2018,1254,3,4,H,-13.9,Adrian,36.5,Haku/Kozi,-26.2,Luli,3.6,Mati
10/03/2018,1255,3,4,H,27.1,Adrian,-25.2,Haku/Kozi,-9.2,Luli,7.3,Mati
13/03/2018,1256,3,4,H,-27.7,Guile,13.1,Jess,-16.2,Lucio,30.8,Pato
13/03/2018,1257,3,4,H,47.2,Guile,-39.2,Jess,-17.3,Lucio,9.3,Pato
13/03/2018,1258,3,,H,51.3,Fer,-2.3,Ini,-46.7,Lucas,-2.3,Lucio
14/03/2018,1259,3,4,H,1.3,Chiwi,36.4,Jess,-25.5,Luli,-12.2,Nico
14/03/2018,1260,3,4,H,-8.2,Chiwi,21.9,Jess,-25.3,Luli,11.6,Nico
16/03/2018,1261,3,4,H,-22.2,Adrian,5.5,Guile,-9.8,Luli,26.5,Mauro
16/03/2018,1262,3,4,H,-10.3,Adrian,-24.2,Guile,29.9,Luli,4.6,Mauro
17/03/2018,1263,3,,H,9.8,Fer,-43.7,Jess,50.7,Lucio,-16.8,Mati G. (minimati)
20/03/2018,1264,3,,H,53.3,Fer,13.4,Lucas,-56.3,Lucas Albor,-10.4,Nico
20/03/2018,1265,3,,H,-20.9,Lucas,-72.3,Lucas Albor,10.3,Lucio,52.9,Nico
20/03/2018,1266,3,,H,18.3,Fer,-45.5,Lucas,40.4,Lucas Albor,-13.2,Lucio
24/03/2018,1267,3,,H,13.1,Adrian,-68.8,Ini,38.9,Michael,-13.2,Nico
24/03/2018,1268,3,,H,-57.3,Adrian,-12.3,Ini,48.2,Haku/Kozi,21.4,Nico
24/03/2018,1269,3,,H,42.1,Fer,-19.7,Jess,-72.1,Lucas,19.7,Lucas Albor
24/03/2018,1270,3,,H,-8.3,Adrian,14.8,Ini,-55.6,Haku/Kozi,49.1,Nico
24/03/2018,1271,3,,H,-54.8,Fer,-24.2,Ini,6.9,Jess,72.1,Lucas Albor
25/03/2018,1272,3,4,H,1.2,Haku/Kozi,-13.7,Mati,-33.0,Mauro,45.5,Pato
25/03/2018,1273,3,4,H,-45.4,Haku/Kozi,10.2,Mati,21.9,Mauro,-6.7,Pato
25/03/2018,1274,3,4,H,-24.6,Guile,6.5,Lucas,22.2,Lucio,-4.1,Romo
25/03/2018,1275,3,4,H,8.9,Guile,19.1,Lucas,-8.8,Lucio,-19.2,Romo
27/03/2018,1276,3,,H,-60.8,Chiwi,28.5,Fer,63.5,Lucas,-31.2,Lucas Albor
27/03/2018,1277,3,,H,-15.7,Chiwi,-42.3,Lucas,44.1,Lucas Albor,13.9,Lucio
27/03/2018,1278,3,,H,12.6,Chiwi,-77.6,Fer,-25.0,Lucas,60.0,Lucio
28/03/2018,1279,3,,H,14.3,Adrian,-8.8,Franco Albor,41.3,Lucas Albor,-46.8,Lucio
28/03/2018,1280,3,,H,36.8,Ini,10.6,Lucas,-12.7,Nico,-34.7,Romo
28/03/2018,1281,3,,H,51.3,Adrian,-116.4,Franco Albor,-24.8,Lucas Albor,29.9,Lucio
28/03/2018,1282,3,,H,-6.9,Ini,16.1,Lucas,-48.1,Nico,37.9,Romo
28/03/2018,1283,3,,H,37.3,Ini,-10.9,Lucas,-36.8,Lucas Albor,10.4,Lucio
28/03/2018,1284,3,,H,9.1,Adrian,45.8,Franco Albor,-14.8,Nico,-40.1,Romo
28/03/2018,1285,3,,H,35.5,Adrian,-12.5,Franco Albor,-34.9,Ini,11.9,Nico
28/03/2018,1286,3,,H,-15.3,Lucas,19.5,Lucas Albor,-44.2,Lucio,40.0,Romo
31/03/2018,1287,3,,H,-53.3,Adrian,-25.2,Mauro,59.4,Michael,19.1,Nico
31/03/2018,1288,3,,H,9.9,Adrian,48.7,Mauro,-17.1,Michael,-43.5,Nico
31/03/2018,1289,3,,H,-55.2,Adrian,19.4,Mauro,-10.0,Michael,45.8,Nico
31/03/2018,1290,3,,H,14.6,Adrian,-42.8,Mauro,47.0,Michael,-18.8,Nico
31/03/2018,1291,3,,H,17.0,Adrian,-27.1,Mauro,60.1,Michael,-50.0,Nico
03/04/2018,1292,3,4,H,34.5,Haku/Kozi,-4.7,Lucio,21.3,Nico,-51.1,Romo
03/04/2018,1293,3,4,H,31.0,Haku/Kozi,65.6,Lucio,-25.6,Nico,-71.0,Romo
03/04/2018,1294,3,,H,40.1,Lucas,-38.1,Lucio,10.8,Luli,-12.8,Nico
04/04/2018,1295,3,,H,-14.7,Chiwi,50.5,Fer,-55.7,Lucas,19.9,Lucas Albor
04/04/2018,1296,3,,H,-13.4,Chiwi,-38.6,Lucas,41.8,Lucas Albor,10.2,Michael
04/04/2018,1297,3,,H,12.4,Chiwi,-55.4,Fer,-10.2,Lucas,53.2,Lucas Albor
07/04/2018,1298,3,,H,9.1,Lucio,59.5,Mati,-56.2,Nico,-12.4,Pato
07/04/2018,1299,3,,H,-14.3,Lucas,7.5,Lucio,-44.7,Michael,51.5,Nico
07/04/2018,1300,3,,H,15.0,Adrian,43.9,Fer,-46.4,Lucas,-12.5,Lucio
09/04/2018,1301,3,,H,52.1,Fer,-41.7,Lucas Albor,8.1,Michael,-18.5,Miguel
09/04/2018,1302,3,,H,51.1,Fer,-12.1,Lucas Albor,-47.0,Michael,-52.0,Miguel
10/04/2018,1303,3,,H,45.0,Adrian,-13.8,Chiwi,-45.1,Fer,13.9,Lucio
18/04/2018,1304,3,,H,39.0,Fer,17.1,Lucas,-49.1,Lucas Albor,-7.0,Lucio
18/04/2018,1305,3,,H,23.0,Chiwi,-23.0,Fer,-61.3,Lucas Albor,61.3,Lucio
18/04/2018,1306,3,,H,42.3,Alejandro,19.4,Chiwi,-14.3,Lucas,-47.4,Lucio
18/04/2018,1307,3,,H,-62.6,Alejandro,74.3,Angel,5.5,Chiwi,-17.5,Lucas
24/04/2018,1308,3,,H,43.3,Fer,-37.9,Jess,10.7,Lucas,-16.1,Lucio
28/04/2018,1309,3,,H,16.5,Lucio,48.7,Mati,-57.6,Mayra,-7.6,Michael
28/04/2018,1310,3,,H,-57.1,Adrian,-29.1,Ini,61.3,Mathias,24.9,Mauro
28/04/2018,1311,3,,H,15.8,Lucas,-57.1,Lucio,-8.0,Mayra,49.3,Michael
28/04/2018,1312,3,,H,58.8,Adrian,-57.9,Ini,-15.2,Mathias,14.3,Mauro
28/04/2018,1313,3,,H,-45.2,Adrian,14.5,Ini,38.0,Lucas,-7.3,Mauro
28/04/2018,1314,3,,H,41.6,Adrian,-41.9,Lucio,-13.0,Mauro,13.3,Michael
05/05/2018,1315,3,,H,-46.5,Adrian,14.2,Duro,-6.1,Nico,38.4,Pato
05/05/2018,1316,3,,H,17.1,Haku/Kozi,60.7,Lucas,-18.0,Lucio,-59.8,Michael
05/05/2018,1317,3,,H,-11.1,Adrian,15.3,Haku/Kozi,-40.5,Michael,36.3,Romo
05/05/2018,1318,3,,H,-29.9,Lucas,23.5,Lucio,68.1,Nico,-61.7,Pato
05/05/2018,1319,3,,H,6.7,Adrian,51.4,Haku/Kozi,-17.8,Lucas,-39.3,Pato
05/05/2018,1320,3,,H,-46.4,Lucio,-19.9,Michael,52.2,Nico,14.1,Romo
05/05/2018,1321,3,,H,4.3,Duro,-17.8,Lucas,-39.1,Lucio,52.6,Nico
05/05/2018,1322,3,,H,41.2,Adrian,17.1,Haku/Kozi,-17.7,Michael,-40.6,Romo
12/05/2018,1323,3,,H,-12.1,Adrian,8.5,Duro,-37.5,Lucio,41.1,Michael
12/05/2018,1324,3,,H,-8.1,Adrian,-57.4,Duro,46.9,Lucio,18.6,Michael
